month,day,hour,elec,gas 
5,13,5,0,0.096
5,13,6,3.357,0.075
5,13,7,5.799,0.203
5,13,8,4.578,0.112
5,13,9,5.188,0.725
5,13,10,2.136,0.144
5,13,11,0,0.099
5,13,12,0,0.128
5,13,13,0,0.096
5,13,14,0.306,0.314
5,13,15,0.61,1.027
5,13,16,0,0.296
5,13,17,4.883,0.165
5,13,18,6.409,0.568
5,13,19,5.494,0.28
5,13,20,4.883,0.328
5,13,21,3.663,0.47
5,13,22,3.052,1.744
5,13,23,2.136,0.965
5,13,24,3.662,0.843
5,14,1,0.306,0.325
5,14,2,0,0.115
5,14,3,0,0.048
5,14,4,0,0.12
5,14,5,0,0.048
5,14,6,3.052,0.149
5,14,7,5.493,0.123
5,14,8,3.968,0.186
5,14,9,3.967,0.475
5,14,10,2.137,0.147
5,14,11,0,0.066
5,14,12,0,0.096
5,14,13,0,0.078
5,14,14,0,0.085
5,14,15,0,0.093
5,14,16,0,0.072
5,14,17,4.273,0.296
5,14,18,2.441,0.512
5,14,19,2.137,0.304
5,14,20,3.357,0.243
5,14,21,2.441,0.56
5,14,22,2.137,0.581
5,14,23,2.136,0.622
5,14,24,1.831,0.402
5,15,1,0,0.142
5,15,2,0,0.101
5,15,3,0,0.064
5,15,4,0,0.117
5,15,5,0,0.048
5,15,6,3.358,0.147
5,15,7,6.104,0.595
5,15,8,3.967,0.698
5,15,9,3.357,0.432
5,15,10,1.526,0.147
5,15,11,0,0.08
5,15,12,0,0.088
5,15,13,0,0.107
5,15,14,0,0.066
5,15,15,0,0.118
5,15,16,0,0.608
5,15,17,3.663,0.997
5,15,18,2.747,0.877
5,15,19,1.526,0.28
5,15,20,1.22,0.312
5,15,21,1.832,0.496
5,15,22,1.526,0.896
5,15,23,0.61,1.086
5,15,24,0.61,0.482
5,16,1,0,0.232
5,16,2,0,0.051
5,16,3,0,0.115
5,16,4,0,0.064
5,16,5,0,0.085
5,16,6,0.916,0.112
5,16,7,2.442,0.139
5,16,8,1.526,0.586
5,16,9,2.136,0.267
5,16,10,0.61,0.147
5,16,11,0,0.069
5,16,12,0,0.333
5,16,13,0,0.078
5,16,14,0,0.082
5,16,15,0,0.099
5,16,16,0,0.165
5,16,17,2.442,0.272
5,16,18,1.221,0.323
5,16,19,1.526,0.216
5,16,20,0.305,0.352
5,16,21,3.357,0.568
5,16,22,1.526,0.765
5,16,23,0.611,0.659
5,16,24,0.61,0.605
5,17,1,0,0.267
5,17,2,0,0.107
5,17,3,0,0.04
5,17,4,0,0.101
5,17,5,0,0.053
5,17,6,1.221,0.11
5,17,7,2.441,0.136
5,17,8,1.526,0.413
5,17,9,2.747,0.283
5,17,10,0.611,0.813
5,17,11,0.305,0.483
5,17,12,0.305,0.162
5,17,13,0,0.152
5,17,14,0,0.144
5,17,15,0,0.115
5,17,16,0,0.064
5,17,17,2.747,0.509
5,17,18,2.136,0.283
5,17,19,0.916,0.216
5,17,20,1.221,0.608
5,17,21,1.831,0.528
5,17,22,0.61,0.6
5,17,23,0.916,0.789
5,17,24,0.61,0.568
5,18,1,0,0.214
5,18,2,0,0.056
5,18,3,0,0.117
5,18,4,0,0.064
5,18,5,0,0.096
5,18,6,1.221,0.107
5,18,7,2.747,0.632
5,18,8,1.221,0.72
5,18,9,1.22,0.232
5,18,10,0.306,0.141
5,18,11,0,0.064
5,18,12,0,0.099
5,18,13,0,0.088
5,18,14,0,0.069
5,18,15,0,0.189
5,18,16,0,0.139
5,18,17,2.746,0.941
5,18,18,3.052,0.963
5,18,19,0.611,0.256
5,18,20,0.61,0.309
5,18,21,0.305,0.339
5,18,22,0.306,0.384
5,18,23,0.305,0.421
5,18,24,0.61,0.379
5,19,1,0,0.288
5,19,2,0,0.376
5,19,3,0,0.165
5,19,4,0,0.112
5,19,5,0,0.086
5,19,6,1.221,0.093
5,19,7,1.221,0.173
5,19,8,2.136,0.224
5,19,9,1.526,0.403
5,19,10,0.305,0.128
5,19,11,0,0.144
5,19,12,0,1.192
5,19,13,0,0.763
5,19,14,0.306,0.109
5,19,15,0.61,0.133
5,19,16,0,0.067
5,19,17,2.442,0.173
5,19,18,2.136,0.55
5,19,19,1.221,0.336
5,19,20,0.61,0.322
5,19,21,2.137,0.59
5,19,22,2.136,0.848
5,19,23,0.916,0.653
5,19,24,0.305,0.653
5,20,1,0,0.366
5,20,2,0,0.104
5,20,3,0,0.072
5,20,4,0,0.117
5,20,5,0,0.061
5,20,6,0.915,0.142
5,20,7,0.916,0.114
5,20,8,0.916,0.187
5,20,9,2.136,0.501
5,20,10,0.61,0.158
5,20,11,0,0.176
5,20,12,0,0.125
5,20,13,0,0.2
5,20,14,0,0.333
5,20,15,0,0.144
5,20,16,0,0.163
5,20,17,2.747,1.288
5,20,18,2.137,0.28
5,20,19,1.22,0.136
5,20,20,0.916,0.288
5,20,21,0.61,0.333
5,20,22,0.611,0.491
5,20,23,0.305,0.541
5,20,24,0.61,0.675
5,21,1,0,0.357
5,21,2,0,0.048
5,21,3,0,0.115
5,21,4,0,0.075
5,21,5,0,0.085
5,21,6,1.221,0.125
5,21,7,0.916,0.112
5,21,8,0.61,0.187
5,21,9,2.137,0.36
5,21,10,1.22,0.555
5,21,11,0,0.072
5,21,12,0,0.109
5,21,13,0,0.077
5,21,14,0.306,0.723
5,21,15,0.305,0.2
5,21,16,0,0.208
5,21,17,3.052,0.184
5,21,18,2.136,0.923
5,21,19,1.221,0.261
5,21,20,1.221,0.248
5,21,21,1.831,0.368
5,21,22,1.526,0.739
5,21,23,0.61,0.256
5,21,24,0.306,0.25
5,22,1,0,0.123
5,22,2,0,0.109
5,22,3,0,0.086
5,22,4,0,0.077
5,22,5,0,0.112
5,22,6,1.22,0.072
5,22,7,3.052,0.733
5,22,8,1.221,0.606
5,22,9,1.526,0.296
5,22,10,0.305,0.104
5,22,11,0,0.098
5,22,12,0,0.096
5,22,13,0,0.075
5,22,14,0,0.131
5,22,15,0,0.045
5,22,16,0,0.813
5,22,17,2.137,1.03
5,22,18,1.831,1.002
5,22,19,1.526,0.28
5,22,20,0.916,0.35
5,22,21,1.526,0.578
5,22,22,0.915,0.544
5,22,23,0.611,0.702
5,22,24,0.61,0.312
5,23,1,0,0.136
5,23,2,0,0.12
5,23,3,0,0.048
5,23,4,0,0.144
5,23,5,0,0.056
5,23,6,1.221,0.128
5,23,7,2.747,0.162
5,23,8,1.526,0.52
5,23,9,1.22,0.262
5,23,10,0.306,0.077
5,23,11,0,0.147
5,23,12,0,0.05
5,23,13,0,0.123
5,23,14,0,0.08
5,23,15,0,0.091
5,23,16,0.305,0.248
5,23,17,2.747,0.184
5,23,18,1.22,0.368
5,23,19,0.916,0.128
5,23,20,0.61,0.197
5,23,21,1.832,0.467
5,23,22,0.915,0.73
5,23,23,0.916,0.704
5,23,24,0.305,0.32
5,24,1,0,0.19
5,24,2,0,0.096
5,24,3,0,0.082
5,24,4,0,0.136
5,24,5,0,0.048
5,24,6,0.916,0.158
5,24,7,0.915,0.133
5,24,8,1.831,0.445
5,24,9,2.747,0.256
5,24,10,0.916,0.755
5,24,11,0.61,0.475
5,24,12,0,0.074
5,24,13,0,0.102
5,24,14,0,0.122
5,24,15,0,0.11
5,24,16,0,0.269
5,24,17,1.831,0.475
5,24,18,1.526,0.581
5,24,19,0.611,0.733
5,24,20,0.915,1.27
5,24,21,0.611,0.786
5,24,22,0.61,0.71
5,24,23,0.611,0.88
5,24,24,0.915,0.917
5,25,1,0,0.389
5,25,2,0,0.059
5,25,3,0,0.128
5,25,4,0,0.08
5,25,5,0,0.107
5,25,6,0.916,0.109
5,25,7,2.136,0.296
5,25,8,1.831,0.645
5,25,9,1.221,0.539
5,25,10,0.305,0.149
5,25,11,0,0.07
5,25,12,0,0.128
5,25,13,0,0.053
5,25,14,0,0.131
5,25,15,0,0.053
5,25,16,0,0.307
5,25,17,1.526,0.354
5,25,18,1.221,0.39
5,25,19,0.916,0.397
5,25,20,0.61,0.451
5,25,21,3.357,0.797
5,25,22,7.02,0.741
5,25,23,4.273,0.659
5,25,24,1.221,0.253
5,26,1,0,0.19
5,26,2,0,0.045
5,26,3,0,0.117
5,26,4,0,0.043
5,26,5,0,0.117
5,26,6,1.22,0.064
5,26,7,1.832,0.27
5,26,8,2.136,0.461
5,26,9,1.526,0.301
5,26,10,0.61,0.072
5,26,11,0,0.123
5,26,12,0,0.043
5,26,13,0,0.12
5,26,14,0,0.186
5,26,15,0,0.184
5,26,16,0,0.08
5,26,17,1.526,0.28
5,26,18,2.442,2.019
5,26,19,1.526,0.912
5,26,20,0.916,0.208
5,26,21,4.883,0.48
5,26,22,1.831,0.811
5,26,23,0.916,0.693
5,26,24,0.61,0.744
5,27,1,0,0.512
5,27,2,0,0.28
5,27,3,0,0.04
5,27,4,0,0.12
5,27,5,0,0.035
5,27,6,1.221,0.138
5,27,7,1.221,0.104
5,27,8,0.915,0.174
5,27,9,1.526,0.194
5,27,10,0.916,0.726
5,27,11,0,0.154
5,27,12,0,0.104
5,27,13,0,0.059
5,27,14,0,0.099
5,27,15,0,0.066
5,27,16,0,0.088
5,27,17,2.747,0.182
5,27,18,1.526,0.528
5,27,19,1.22,0.221
5,27,20,1.221,0.237
5,27,21,5.799,0.288
5,27,22,8.851,0.622
5,27,23,7.325,0.536
5,27,24,7.324,0.565
5,28,1,0.306,0.277
5,28,2,0,0.094
5,28,3,0,0.072
5,28,4,0,0.088
5,28,5,0,0.085
5,28,6,1.22,0.104
5,28,7,0.916,0.163
5,28,8,1.221,0.194
5,28,9,2.441,0.736
5,28,10,0.916,0.27
5,28,11,0,0.488
5,28,12,0,0.157
5,28,13,0,0.299
5,28,14,0,0.152
5,28,15,0,0.101
5,28,16,0,0.656
5,28,17,3.357,0.896
5,28,18,1.831,0.867
5,28,19,2.137,0.781
5,28,20,1.221,0.499
5,28,21,1.526,0.293
5,28,22,3.662,0.843
5,28,23,1.221,0.656
5,28,24,0.61,0.634
5,29,1,0,0.264
5,29,2,0,0.115
5,29,3,0,0.061
5,29,4,0,0.094
5,29,5,0,0.088
5,29,6,1.221,0.098
5,29,7,1.221,0.171
5,29,8,1.526,0.664
5,29,9,2.136,0.955
5,29,10,1.221,0.872
5,29,11,0.305,0.514
5,29,12,0.305,0.184
5,29,13,0,0.19
5,29,14,0,0.368
5,29,15,0,0.16
5,29,16,0,0.325
5,29,17,3.052,0.221
5,29,18,2.137,0.272
5,29,19,0.915,0.55
5,29,20,0.916,0.224
5,29,21,0.61,0.381
5,29,22,1.832,0.741
5,29,23,1.526,0.782
5,29,24,0.61,0.493
5,30,1,0,0.152
5,30,2,0,0.083
5,30,3,0,0.112
5,30,4,0,0.048
5,30,5,0,0.104
5,30,6,1.221,0.098
5,30,7,0.915,0.142
5,30,8,2.137,0.317
5,30,9,1.526,0.427
5,30,10,0.305,0.317
5,30,11,0,0.197
5,30,12,0.305,0.216
5,30,13,1.221,0.158
5,30,14,0,0.365
5,30,15,0,0.216
5,30,16,0,0.141
5,30,17,3.052,0.326
5,30,18,2.747,0.933
5,30,19,1.221,0.259
5,30,20,1.22,0.28
5,30,21,0.611,0.325
5,30,22,0.305,0.859
5,30,23,1.831,1.037
5,30,24,0.611,0.587
5,31,1,0,0.154
5,31,2,0,0.086
5,31,3,0,0.109
5,31,4,0,0.067
5,31,5,0,0.125
5,31,6,1.22,0.075
5,31,7,2.137,0.2
5,31,8,1.526,0.149
5,31,9,1.526,0.363
5,31,10,0.61,0.16
5,31,11,0,1.008
5,31,12,0,0.434
5,31,13,0,0.318
5,31,14,0.916,0.362
5,31,15,0,0.179
5,31,16,0,0.344
5,31,17,3.357,0.325
5,31,18,2.747,0.419
5,31,19,1.221,0.267
5,31,20,0.61,0.416
5,31,21,1.221,0.621
5,31,22,2.747,0.888
5,31,23,2.136,0.723
5,31,24,1.221,0.794
6,1,1,0,0.272
6,1,2,0,0.083
6,1,3,0,0.088
6,1,4,0,0.099
6,1,5,0,0.064
6,1,6,1.221,0.146
6,1,7,2.136,0.675
6,1,8,3.662,0.72
6,1,9,7.02,0.424
6,1,10,2.442,0.147
6,1,11,0,0.258
6,1,12,0,0.294
6,1,13,0.305,0.416
6,1,14,0,0.397
6,1,15,0,0.293
6,1,16,0,0.238
6,1,17,4.883,0.309
6,1,18,5.799,1.933
6,1,19,4.273,0.248
6,1,20,3.967,0.352
6,1,21,3.663,0.499
6,1,22,2.441,0.709
6,1,23,0.916,0.848
6,1,24,0.915,0.283
6,2,1,0,0.192
6,2,2,0,0.045
6,2,3,0,0.112
6,2,4,0,0.054
6,2,5,0,0.085
6,2,6,1.221,0.107
6,2,7,1.831,0.104
6,2,8,2.747,0.202
6,2,9,2.747,0.435
6,2,10,0.61,0.251
6,2,11,0,0.146
6,2,12,0,1.016
6,2,13,0,0.696
6,2,14,0,0.112
6,2,15,0,0.152
6,2,16,0,0.155
6,2,17,2.747,0.187
6,2,18,3.052,0.488
6,2,19,1.526,0.189
6,2,20,0.916,0.211
6,2,21,2.136,0.544
6,2,22,4.883,0.984
6,2,23,1.832,0.693
6,2,24,0.915,0.829
6,3,1,0,0.451
6,3,2,0,0.096
6,3,3,0,0.08
6,3,4,0,0.083
6,3,5,0,0.064
6,3,6,1.526,0.117
6,3,7,1.221,0.101
6,3,8,0.916,0.408
6,3,9,3.052,0.422
6,3,10,0.305,0.296
6,3,11,0,0.245
6,3,12,0,0.152
6,3,13,0,0.136
6,3,14,0,1.163
6,3,15,0,0.224
6,3,16,0,0.037
6,3,17,2.441,0.349
6,3,18,1.526,0.358
6,3,19,1.221,0.378
6,3,20,0.916,0.19
6,3,21,2.441,0.509
6,3,22,8.241,0.677
6,3,23,7.935,0.736
6,3,24,1.831,0.472
6,4,1,0,0.168
6,4,2,0,0.062
6,4,3,0,0.098
6,4,4,0,0.067
6,4,5,0,0.088
6,4,6,0.916,0.064
6,4,7,1.221,0.187
6,4,8,0.915,0.096
6,4,9,1.221,0.512
6,4,10,0.916,0.125
6,4,11,0,0.053
6,4,12,0,1.102
6,4,13,0.915,0.648
6,4,14,0,0.144
6,4,15,0,0.25
6,4,16,0,0.334
6,4,17,3.052,0.253
6,4,18,1.831,0.571
6,4,19,1.221,0.256
6,4,20,3.663,0.277
6,4,21,2.746,0.541
6,4,22,1.221,0.64
6,4,23,0.611,0.667
6,4,24,0.61,0.424
6,5,1,0,0.101
6,5,2,0,0.118
6,5,3,0,0.045
6,5,4,0,0.08
6,5,5,0,0.085
6,5,6,1.221,0.062
6,5,7,2.747,0.997
6,5,8,1.526,0.661
6,5,9,1.22,0.323
6,5,10,0.611,0.112
6,5,11,0,0.043
6,5,12,0,0.125
6,5,13,0,0.04
6,5,14,0,0.107
6,5,15,0,0.061
6,5,16,0,0.469
6,5,17,2.136,0.998
6,5,18,3.357,1.093
6,5,19,1.526,0.269
6,5,20,1.832,0.475
6,5,21,2.441,0.755
6,5,22,0.611,0.69
6,5,23,0.915,0.808
6,5,24,0.611,0.475
6,6,1,0,0.141
6,6,2,0,0.086
6,6,3,0,0.058
6,6,4,0,0.112
6,6,5,0,0.035
6,6,6,1.22,0.141
6,6,7,3.052,0.131
6,6,8,1.526,0.603
6,6,9,1.832,0.248
6,6,10,0.61,0.074
6,6,11,0,0.123
6,6,12,0,0.043
6,6,13,0,0.12
6,6,14,0,0.045
6,6,15,0,0.085
6,6,16,0,0.216
6,6,17,2.747,0.344
6,6,18,1.831,0.408
6,6,19,1.221,0.136
6,6,20,0.915,0.331
6,6,21,2.747,0.765
6,6,22,7.935,0.726
6,6,23,8.851,0.653
6,6,24,5.189,0.568
6,7,1,0,0.208
6,7,2,0,0.04
6,7,3,0,0.099
6,7,4,0,0.072
6,7,5,0,0.05
6,7,6,1.22,0.128
6,7,7,2.442,0.107
6,7,8,3.357,0.613
6,7,9,6.715,0.286
6,7,10,2.746,0.498
6,7,11,0,1.062
6,7,12,0,0.408
6,7,13,0,0.133
6,7,14,0.306,0.213
6,7,15,0.305,0.454
6,7,16,0,0.898
6,7,17,3.052,1.083
6,7,18,2.136,0.829
6,7,19,0.916,0.846
6,7,20,1.831,0.845
6,7,21,2.136,0.323
6,7,22,0.916,0.728
6,7,23,0.61,0.722
6,7,24,0.611,0.187
6,8,1,0,0.125
6,8,2,0,0.125
6,8,3,0,0.125
6,8,4,0,0.043
6,8,5,0,0.115
6,8,6,1.526,0.074
6,8,7,2.747,0.702
6,8,8,1.526,0.696
6,8,9,1.526,0.208
6,8,10,0.61,0.146
6,8,11,0,0.232
6,8,12,0,0.147
6,8,13,4.273,0.16
6,8,14,4.883,0.152
6,8,15,4.273,0.584
6,8,16,0,0.285
6,8,17,1.831,0.147
6,8,18,1.831,1.805
6,8,19,0.916,0.246
6,8,20,1.221,0.552
6,8,21,1.831,0.282
6,8,22,0.915,0.638
6,8,23,0.611,0.714
6,8,24,0.61,0.31
6,9,1,0,0.184
6,9,2,0,0.088
6,9,3,0,0.109
6,9,4,0,0.067
6,9,5,0,0.061
6,9,6,1.221,0.133
6,9,7,1.526,0.118
6,9,8,2.442,0.594
6,9,9,2.136,0.24
6,9,10,0.61,0.262
6,9,11,0,0.112
6,9,12,0,0.157
6,9,13,0,0.36
6,9,14,0,0.123
6,9,15,0,0.093
6,9,16,0,0.237
6,9,17,3.052,0.286
6,9,18,3.663,1.805
6,9,19,1.526,0.445
6,9,20,0.915,0.307
6,9,21,0.916,0.304
6,9,22,0.61,0.637
6,9,23,0.611,0.744
6,9,24,0.61,0.776
6,10,1,0,0.286
6,10,2,0,0.178
6,10,3,0,0.04
6,10,4,0,0.115
6,10,5,0,0.072
6,10,6,0.916,0.075
6,10,7,1.221,0.178
6,10,8,0.915,0.112
6,10,9,3.052,0.614
6,10,10,1.526,0.362
6,10,11,0,0.16
6,10,12,0,0.203
6,10,13,0,0.053
6,10,14,0,1.171
6,10,15,0,0.08
6,10,16,0,0.117
6,10,17,2.442,0.12
6,10,18,1.526,0.187
6,10,19,1.221,0.563
6,10,20,0.61,0.194
6,10,21,0.61,0.363
6,10,22,2.137,0.619
6,10,23,0.915,0.608
6,10,24,0.916,0.253
6,11,1,0,0.125
6,11,2,0,0.11
6,11,3,0,0.114
6,11,4,0,0.072
6,11,5,0,0.126
6,11,6,0.916,0.096
6,11,7,1.22,0.149
6,11,8,1.832,0.421
6,11,9,1.831,1.04
6,11,10,0.915,0.424
6,11,11,0,0.195
6,11,12,0,0.331
6,11,13,1.526,0.472
6,11,14,0,0.186
6,11,15,0,0.104
6,11,16,0,0.126
6,11,17,2.747,0.424
6,11,18,2.137,0.389
6,11,19,1.526,0.347
6,11,20,0.915,0.224
6,11,21,1.526,0.48
6,11,22,1.831,0.522
6,11,23,0.916,0.712
6,11,24,0.305,0.286
6,12,1,0,0.146
6,12,2,0,0.091
6,12,3,0,0.104
6,12,4,0,0.101
6,12,5,0,0.086
6,12,6,1.221,0.138
6,12,7,2.747,0.592
6,12,8,1.221,0.71
6,12,9,1.22,0.373
6,12,10,0.916,1.024
6,12,11,0,1.035
6,12,12,0,0.68
6,12,13,0.305,0.336
6,12,14,0,0.365
6,12,15,0,0.125
6,12,16,0,0.707
6,12,17,2.747,0.981
6,12,18,3.052,0.483
6,12,19,1.221,0.243
6,12,20,1.526,0.256
6,12,21,0.61,0.378
6,12,22,2.137,0.75
6,12,23,0.305,0.645
6,12,24,0.61,0.325
6,13,1,0,0.08
6,13,2,0,0.144
6,13,3,0,0.051
6,13,4,0,0.133
6,13,5,0,0.054
6,13,6,1.221,0.152
6,13,7,1.831,0.114
6,13,8,0.916,0.55
6,13,9,2.136,0.256
6,13,10,0.916,0.274
6,13,11,0,0.203
6,13,12,0,0.304
6,13,13,0.61,0.216
6,13,14,0,0.184
6,13,15,0,0.069
6,13,16,0,0.171
6,13,17,2.137,0.157
6,13,18,0.915,0.427
6,13,19,0.916,0.264
6,13,20,0.305,0.259
6,13,21,2.442,0.57
6,13,22,1.526,0.467
6,13,23,0.305,0.709
6,13,24,0.305,0.566
6,14,1,0,0.133
6,14,2,0,0.083
6,14,3,0,0.112
6,14,4,0,0.077
6,14,5,0,0.117
6,14,6,1.221,0.086
6,14,7,2.747,0.76
6,14,8,1.831,0.658
6,14,9,1.221,0.392
6,14,10,0.305,0.115
6,14,11,0,0.272
6,14,12,0.61,0.28
6,14,13,0,0.331
6,14,14,0,0.141
6,14,15,0,0.173
6,14,16,0,0.206
6,14,17,2.442,0.269
6,14,18,1.221,0.379
6,14,19,0.61,0.218
6,14,20,0.916,0.251
6,14,21,2.136,0.525
6,14,22,1.526,0.568
6,14,23,0.61,0.822
6,14,24,0.611,0.506
6,15,1,0,0.144
6,15,2,0,0.115
6,15,3,0,0.109
6,15,4,0,0.099
6,15,5,0,0.115
6,15,6,0.915,0.109
6,15,7,1.526,0.184
6,15,8,2.442,0.445
6,15,9,1.526,0.307
6,15,10,0.305,0.096
6,15,11,0,0.149
6,15,12,0.611,0.11
6,15,13,0.305,0.474
6,15,14,0,0.147
6,15,15,0,0.387
6,15,16,0,0.106
6,15,17,0,0.128
6,15,18,0,0.102
6,15,19,0,0.106
6,15,20,0,0.112
6,15,21,0,0.176
6,15,22,0,0.251
6,15,23,0,0.253
6,15,24,0,0.288
6,16,1,0,0.155
6,16,2,0,0.163
6,16,3,0,0.058
6,16,4,0,0.158
6,16,5,0,0.072
6,16,6,0,0.136
6,16,7,0,0.061
6,16,8,0,0.133
6,16,9,0,0.064
6,16,10,0,0.131
6,16,11,0,0.064
6,16,12,0,0.123
6,16,13,0,0.072
6,16,14,0,0.122
6,16,15,0,0.08
6,16,16,0,0.115
6,16,17,0,0.085
6,16,18,0,0.11
6,16,19,0,0.085
6,16,20,0,0.104
6,16,21,0,0.184
6,16,22,0,0.221
6,16,23,0,0.272
6,16,24,0,0.24
6,17,1,0,0.195
6,17,2,0,0.104
6,17,3,0,0.117
6,17,4,0,0.086
6,17,5,0,0.128
6,17,6,0,0.074
6,17,7,0,0.126
6,17,8,0,0.061
6,17,9,0,0.131
6,17,10,0,0.053
6,17,11,0,0.141
6,17,12,0,0.054
6,17,13,0,0.138
6,17,14,0,0.056
6,17,15,0,0.136
6,17,16,0,0.054
6,17,17,0,0.138
6,17,18,0,0.059
6,17,19,0,0.139
6,17,20,0,0.064
6,17,21,0,0.216
6,17,22,0,0.192
6,17,23,0,0.304
6,17,24,0,0.224
6,18,1,0,0.202
6,18,2,0,0.099
6,18,3,0,0.107
6,18,4,0,0.109
6,18,5,0,0.101
6,18,6,0,0.107
6,18,7,0,0.08
6,18,8,0,0.107
6,18,9,0,0.08
6,18,10,0,0.112
6,18,11,0,0.072
6,18,12,0,0.117
6,18,13,0,0.067
6,18,14,0,0.125
6,18,15,0,0.067
6,18,16,0,0.125
6,18,17,0,0.067
6,18,18,0,0.333
6,18,19,3.662,0.44
6,18,20,1.831,0.336
6,18,21,2.747,0.363
6,18,22,1.526,0.554
6,18,23,0.611,0.622
6,18,24,0.305,0.293
6,19,1,0,0.107
6,19,2,0,0.117
6,19,3,0,0.099
6,19,4,0,0.088
6,19,5,0,0.125
6,19,6,1.221,0.08
6,19,7,2.441,0.576
6,19,8,0.916,0.699
6,19,9,1.221,0.352
6,19,10,0.305,0.109
6,19,11,0,0.112
6,19,12,0,0.096
6,19,13,0,0.091
6,19,14,0,0.125
6,19,15,0,0.067
6,19,16,0,0.504
6,19,17,1.831,0.885
6,19,18,1.831,0.835
6,19,19,1.526,0.498
6,19,20,0.611,0.15
6,19,21,1.831,0.274
6,19,22,0.305,0.606
6,19,23,0.61,0.578
6,19,24,0.611,0.512
6,20,1,0,0.28
6,20,2,0,0.072
6,20,3,0,0.128
6,20,4,0,0.099
6,20,5,0,0.088
6,20,6,0.915,0.147
6,20,7,1.832,0.141
6,20,8,1.22,0.565
6,20,9,1.526,0.232
6,20,10,0.306,0.104
6,20,11,0,0.131
6,20,12,0,0.099
6,20,13,0,0.09
6,20,14,0,0.131
6,20,15,0,0.077
6,20,16,0.61,0.115
6,20,17,2.136,0.365
6,20,18,0.916,0.342
6,20,19,0.916,0.381
6,20,20,0.61,0.331
6,20,21,0.61,0.306
6,20,22,0.611,0.651
6,20,23,0.61,0.416
6,20,24,0,0.267
6,21,1,0,0.162
6,21,2,0,0.072
6,21,3,0,0.136
6,21,4,0,0.099
6,21,5,0,0.093
6,21,6,1.221,0.152
6,21,7,1.831,0.224
6,21,8,1.221,0.456
6,21,9,1.526,0.211
6,21,10,0.305,0.107
6,21,11,0,0.824
6,21,12,0,0.536
6,21,13,0,0.216
6,21,14,0,0.157
6,21,15,0,0.072
6,21,16,0.916,0.224
6,21,17,2.136,0.4
6,21,18,0.916,0.28
6,21,19,0.915,0.189
6,21,20,0.611,0.216
6,21,21,0.915,0.339
6,21,22,0.916,0.736
6,21,23,0.61,0.512
6,21,24,0.611,0.315
6,22,1,0,0.13
6,22,2,0,0.115
6,22,3,0,0.085
6,22,4,0,0.126
6,22,5,0,0.069
6,22,6,0.915,0.157
6,22,7,1.221,0.43
6,22,8,1.526,0.637
6,22,9,0.916,0.299
6,22,10,0.305,0.157
6,22,11,0,0.077
6,22,12,0,0.12
6,22,13,0,0.086
6,22,14,0,0.112
6,22,15,0,0.096
6,22,16,0.305,0.224
6,22,17,2.137,0.288
6,22,18,0.915,0.45
6,22,19,0.916,0.251
6,22,20,0.61,0.333
6,22,21,0.611,0.379
6,22,22,1.526,0.931
6,22,23,1.22,1.128
6,22,24,0.611,0.65
6,23,1,0,0.184
6,23,2,0,0.123
6,23,3,0,0.101
6,23,4,0,0.102
6,23,5,0,0.114
6,23,6,0.915,0.099
6,23,7,1.832,0.264
6,23,8,1.22,0.52
6,23,9,1.526,0.4
6,23,10,0.306,0.096
6,23,11,0,0.165
6,23,12,0,0.094
6,23,13,0,0.141
6,23,14,0,0.107
6,23,15,0,0.093
6,23,16,0,0.133
6,23,17,1.526,0.11
6,23,18,2.136,1.728
6,23,19,1.526,0.162
6,23,20,2.136,0.222
6,23,21,2.442,0.514
6,23,22,3.357,0.92
6,23,23,1.221,0.867
6,23,24,0.61,0.696
6,24,1,0,0.323
6,24,2,0,0.128
6,24,3,0,0.109
6,24,4,0,0.085
6,24,5,0,0.134
6,24,6,0.916,0.098
6,24,7,0.916,0.168
6,24,8,0.915,0.262
6,24,9,0.916,0.589
6,24,10,0.915,0.173
6,24,11,0,0.214
6,24,12,0,0.581
6,24,13,0,0.581
6,24,14,0,0.096
6,24,15,0,0.192
6,24,16,0,0.11
6,24,17,2.747,0.328
6,24,18,1.831,0.285
6,24,19,2.442,0.683
6,24,20,1.526,1.021
6,24,21,2.747,0.584
6,24,22,0.915,1.013
6,24,23,0.611,0.838
6,24,24,0.305,0.73
6,25,1,0,0.776
6,25,2,0,0.782
6,25,3,0,0.584
6,25,4,0,0.272
6,25,5,0,0.106
6,25,6,1.526,0.118
6,25,7,1.221,0.192
6,25,8,0.305,0.122
6,25,9,1.221,0.286
6,25,10,0.61,0.376
6,25,11,0,0.09
6,25,12,0,0.134
6,25,13,0,1.24
6,25,14,0,0.229
6,25,15,0,0.147
6,25,16,0,0.242
6,25,17,2.442,0.224
6,25,18,1.221,0.206
6,25,19,0.61,0.24
6,25,20,0.305,0.205
6,25,21,2.137,0.331
6,25,22,0.61,0.522
6,25,23,0.61,0.718
6,25,24,0.611,0.245
6,26,1,0,0.165
6,26,2,0,0.086
6,26,3,0,0.106
6,26,4,0,0.123
6,26,5,0,0.069
6,26,6,0.915,0.155
6,26,7,2.747,0.84
6,26,8,0.916,0.613
6,26,9,1.221,0.286
6,26,10,0.305,0.098
6,26,11,0,0.136
6,26,12,0,0.091
6,26,13,0,0.101
6,26,14,0,0.12
6,26,15,0,0.064
6,26,16,0.305,0.222
6,26,17,2.442,0.28
6,26,18,0.915,0.386
